person_age,annual_inc,home_ownership,employment_length,loan_intent,loan_grade,loan_amt,interest_rate,target_flag,income_ratio,employment_type,residence_type,credit_score,monthly_income
23,24000.0,mortgage,2.0,medical,d,5000.0,15.99,1,0.21,self_emp,urban,811.0,4440.0
23,,rent,,debtconsolidation,a,11900.0,7.66,1,0.34,employed,rural,,14400.0
29,84000.0,own,11.0,education,b,15000.0,,0,0.18,self-employed,urban,582.0,7200.0
22,,mortgage,6.0,personal,a,12000.0,6.92,0,0.08,self_emp,urban,576.0,9600.0
22,90000.0,mortgage,6.0,medical,b,9500.0,,0,0.11,self_emp,urban,759.0,2160.0
27,,rent,0.0,venture,b,1500.0,12.69,0,0.07,employed,urban,746.0,20700.0
22,31356.0,rent,0.0,debtconsolidation,a,3000.0,7.68,0,0.1,employed,rural,,25740.0
34,,rent,3.0,venture,b,2525.0,12.21,0,0.09,self_emp,urban,753.0,1980.0
28,60000.0,mortgage,5.0,medical,b,6000.0,10.99,0,0.1,employed,rural,500.0,9960.0
32,75000.0,rent,3.0,homeimprovement,a,10000.0,7.29,0,0.13,employed,urban,514.0,2280.0
22,42000.0,rent,,debtconsolidation,b,,,0,0.14,employed,rural,,7320.0
33,,mortgage,13.0,medical,a,12000.0,6.62,0,0.21,employed,urban,763.0,8220.0
29,70000.0,mortgage,11.0,education,c,6000.0,14.27,0,0.09,self_emp,urban,,10560.0
22,56400.0,mortgage,6.0,education,d,8400.0,14.91,1,0.15,employed,rural,700.0,20580.0
28,82300.0,rent,3.0,venture,a,3600.0,9.63,0,0.04,employed,rural,568.0,8280.0
23,,mortgage,,medical,b,30000.0,11.49,0,0.25,employed,urban,725.0,5760.0
24,35000.0,mortgage,6.0,medical,b,8575.0,10.65,0,0.24,self_emp,urban,710.0,2580.0
33,,mortgage,17.0,personal,b,16000.0,11.99,0,0.23,employed,urban,532.0,6180.0
27,34500.0,mortgage,2.0,debtconsolidation,b,,9.76,0,0.14,self_emp,urban,586.0,12540.0
27,67500.0,mortgage,0.0,debtconsolidation,a,1000.0,7.4,0,0.01,employed,urban,570.0,14940.0
23,,rent,2.0,debtconsolidation,c,8000.0,14.26,0,0.21,self-employed,urban,834.0,1500.0
23,78000.0,rent,1.0,venture,b,25000.0,10.62,1,0.32,employed,urban,852.0,2460.0
21,,rent,0.0,debtconsolidation,c,5100.0,12.99,0,0.14,employed,urban,632.0,1500.0
33,99300.0,mortgage,11.0,medical,a,7500.0,5.79,0,0.08,employed,rural,,5700.0
22,28000.0,rent,3.0,education,c,6000.0,12.98,0,0.21,self_emp,urban,849.0,7140.0
25,60000.0,own,9.0,homeimprovement,c,1400.0,14.22,0,0.02,employed,rural,507.0,3060.0
23,37000.0,mortgage,3.0,personal,b,6400.0,11.71,0,0.17,employed,urban,,4200.0
36,171870.0,mortgage,4.0,medical,d,9400.0,15.62,1,0.05,self-employed,rural,531.0,6660.0
22,,mortgage,4.0,education,b,17500.0,11.48,0,0.27,employed,urban,615.0,4440.0
27,69790.0,rent,6.0,debtconsolidation,b,18000.0,10.25,0,0.26,self-employed,urban,,2880.0
25,115000.0,mortgage,9.0,personal,a,4000.0,,0,0.03,self_emp,rural,702.0,2640.0
26,39000.0,rent,11.0,education,c,3000.0,,1,0.08,employed,urban,,2700.0
28,18000.0,rent,9.0,homeimprovement,a,7600.0,,1,0.42,self-employed,rural,545.0,3840.0
28,86004.0,mortgage,12.0,venture,b,3000.0,9.99,0,0.03,employed,rural,,6300.0
31,115000.0,mortgage,15.0,medical,b,10000.0,,0,0.09,employed,rural,701.0,2460.0
25,120775.0,own,9.0,education,c,15000.0,13.11,0,0.12,self_emp,urban,757.0,2760.0
38,72000.0,mortgage,8.0,homeimprovement,d,5000.0,12.92,0,0.07,self_emp,urban,615.0,4860.0
29,92700.0,mortgage,2.0,venture,a,,6.91,0,0.26,employed,rural,,12360.0
29,64320.0,mortgage,13.0,medical,a,,,0,0.12,self-employed,rural,724.0,2280.0
23,80000.0,mortgage,3.0,education,a,6000.0,5.99,0,0.07,employed,urban,554.0,7440.0
32,90301.0,mortgage,2.0,venture,c,15000.0,13.47,0,0.17,employed,rural,774.0,11460.0
28,48715.0,rent,2.0,debtconsolidation,c,12000.0,12.87,0,0.25,employed,rural,848.0,4800.0
26,150000.0,own,6.0,education,d,7000.0,,0,0.05,self_emp,rural,530.0,4560.0
24,50000.0,rent,0.0,debtconsolidation,a,12500.0,7.88,0,0.25,self-employed,rural,741.0,2340.0
42,57996.0,rent,26.0,venture,a,,8.59,0,0.1,self-employed,urban,666.0,2220.0
24,10000.0,rent,8.0,personal,a,3000.0,,1,0.3,self_emp,urban,,7920.0
27,77000.0,mortgage,11.0,venture,b,18500.0,11.11,0,0.24,employed,rural,809.0,6480.0
22,62050.0,mortgage,1.0,medical,d,6000.0,14.74,1,0.08,employed,rural,672.0,11580.0
22,70000.0,mortgage,6.0,venture,b,6000.0,11.49,0,0.09,self-employed,urban,738.0,1440.0
22,50000.0,mortgage,2.0,medical,b,22000.0,9.91,0,0.44,self_emp,rural,896.0,13200.0
22,70000.0,mortgage,4.0,venture,a,5025.0,,0,0.07,self-employed,urban,,13740.0
27,35000.0,rent,3.0,medical,b,4800.0,9.99,0,0.14,employed,rural,817.0,3900.0
47,30000.0,rent,6.0,personal,c,,12.23,0,0.1,employed,rural,772.0,3300.0
27,73000.0,mortgage,11.0,personal,a,10000.0,5.79,0,0.14,employed,rural,,1500.0
30,210000.0,mortgage,8.0,debtconsolidation,b,24000.0,11.49,0,0.11,self_emp,rural,668.0,3480.0
28,92000.0,rent,4.0,debtconsolidation,a,,7.9,0,0.16,self_emp,rural,508.0,1500.0
33,56312.0,rent,2.0,homeimprovement,b,3000.0,11.71,0,0.05,employed,urban,,7500.0
24,32000.0,rent,,medical,c,1900.0,13.49,0,0.06,self_emp,urban,884.0,3900.0
28,71874.0,rent,6.0,debtconsolidation,b,20000.0,11.48,0,0.28,self-employed,rural,788.0,12780.0
35,192000.0,mortgage,11.0,homeimprovement,b,10000.0,11.99,0,0.05,self-employed,urban,568.0,6960.0
28,38196.0,mortgage,5.0,medical,b,10750.0,10.75,0,0.28,employed,urban,613.0,11220.0
29,135000.0,mortgage,14.0,medical,a,24000.0,5.99,0,0.18,self_emp,rural,877.0,8520.0
28,21000.0,rent,,education,a,6250.0,7.9,0,0.3,employed,rural,765.0,6900.0
22,,rent,,education,a,5000.0,8.9,0,0.11,employed,urban,878.0,8400.0
22,34500.0,rent,3.0,debtconsolidation,b,,11.83,0,0.09,self-employed,rural,658.0,3780.0
34,95000.0,rent,5.0,venture,c,18600.0,,0,0.2,employed,urban,828.0,16860.0
23,58000.0,own,4.0,medical,b,15000.0,10.25,0,0.26,employed,rural,873.0,14100.0
22,30900.0,rent,3.0,venture,b,,10.0,0,0.16,employed,rural,684.0,3360.0
23,50000.0,mortgage,7.0,debtconsolidation,a,2000.0,6.62,0,0.04,employed,rural,,7680.0
21,22600.0,rent,3.0,education,c,,12.23,0,0.27,employed,urban,876.0,6300.0
24,69000.0,mortgage,,homeimprovement,e,5200.0,17.19,0,0.08,employed,urban,718.0,3060.0
24,50000.0,rent,1.0,venture,a,4000.0,7.88,0,0.08,employed,urban,821.0,13680.0
25,55000.0,rent,,debtconsolidation,c,8575.0,14.65,0,0.16,employed,rural,900.0,0.0
24,120000.0,mortgage,0.0,education,d,25000.0,15.2,0,0.21,self-employed,rural,,5520.0
21,70000.0,rent,4.0,personal,d,6400.0,17.49,0,0.09,self_emp,urban,846.0,8400.0
23,,rent,1.0,debtconsolidation,b,,10.37,0,0.06,self-employed,urban,594.0,1620.0
31,60000.0,mortgage,7.0,venture,b,,,0,0.12,employed,rural,686.0,8520.0
24,55000.0,rent,6.0,debtconsolidation,a,10000.0,8.94,0,0.18,employed,rural,597.0,9840.0
26,135000.0,rent,10.0,personal,b,14275.0,9.45,0,0.11,employed,rural,607.0,3600.0
37,70000.0,mortgage,,venture,b,,10.65,0,0.43,employed,urban,647.0,8700.0
24,,mortgage,8.0,personal,d,3600.0,16.77,0,0.1,self-employed,urban,799.0,8340.0
26,,rent,,medical,a,,6.17,0,0.09,self_emp,urban,868.0,8880.0
24,55605.0,mortgage,8.0,medical,b,6500.0,10.99,0,0.12,self_emp,urban,750.0,8160.0
27,50000.0,rent,3.0,venture,d,15000.0,16.77,0,0.3,self-employed,rural,505.0,9480.0
23,45000.0,rent,7.0,education,d,4000.0,14.96,0,0.09,employed,urban,639.0,1500.0
22,47000.0,own,6.0,medical,a,3000.0,5.42,0,0.06,self-employed,rural,696.0,2100.0
23,34008.0,rent,5.0,venture,b,,10.0,0,0.09,employed,urban,676.0,3540.0
25,34000.0,mortgage,1.0,homeimprovement,a,2500.0,6.03,0,0.07,employed,urban,746.0,4200.0
46,,mortgage,,medical,b,5000.0,9.91,0,0.09,employed,urban,738.0,4440.0
29,74004.0,mortgage,2.0,debtconsolidation,b,,11.86,0,0.14,employed,urban,505.0,8400.0
27,66000.0,rent,10.0,medical,c,,13.99,0,0.08,employed,rural,695.0,6900.0
30,,own,14.0,venture,c,12000.0,,0,0.11,employed,rural,817.0,6720.0
57,70000.0,rent,0.0,venture,b,6600.0,10.99,0,0.09,employed,urban,787.0,1500.0
30,,mortgage,,venture,c,8000.0,,0,0.09,self_emp,urban,512.0,7380.0
25,,mortgage,0.0,debtconsolidation,a,9000.0,7.14,0,0.25,employed,rural,,8160.0
23,42996.0,rent,2.0,medical,c,6000.0,12.84,0,0.14,employed,urban,832.0,3960.0
23,112976.0,mortgage,2.0,medical,a,20000.0,6.91,0,0.18,employed,rural,612.0,6300.0
32,132000.0,mortgage,16.0,homeimprovement,b,25000.0,10.99,0,0.19,self_emp,urban,826.0,9540.0
31,114237.0,rent,15.0,homeimprovement,c,17500.0,14.72,0,0.15,self_emp,urban,612.0,2220.0
31,73000.0,mortgage,8.0,education,a,6800.0,7.74,0,0.09,self_emp,rural,,3960.0
37,33280.0,rent,,venture,c,8400.0,,0,0.25,self_emp,urban,767.0,12900.0
25,80000.0,mortgage,5.0,personal,a,18200.0,7.9,0,0.23,self_emp,rural,847.0,9000.0
23,,mortgage,7.0,personal,c,12000.0,15.23,0,0.29,self_emp,rural,891.0,1140.0
23,,rent,1.0,venture,a,10000.0,7.49,0,0.12,employed,urban,803.0,1500.0
24,116300.0,rent,6.0,homeimprovement,d,5000.0,14.96,0,0.04,employed,rural,665.0,4980.0
25,56000.0,mortgage,9.0,venture,b,,11.49,0,0.22,employed,rural,685.0,9000.0
35,21600.0,rent,1.0,personal,c,2500.0,14.35,0,0.12,employed,rural,792.0,4740.0
29,38000.0,mortgage,8.0,education,a,3600.0,7.14,0,0.09,self-employed,rural,,9480.0
24,,mortgage,8.0,personal,a,,6.03,0,0.09,employed,rural,583.0,1020.0
23,78000.0,mortgage,5.0,education,b,5000.0,11.71,0,0.06,employed,urban,798.0,7800.0
31,50000.0,rent,4.0,personal,d,6000.0,,0,0.12,self_emp,rural,682.0,3000.0
26,,rent,2.0,venture,a,7000.0,9.63,0,0.14,self_emp,urban,623.0,7980.0
42,70000.0,rent,6.0,personal,b,12000.0,,0,0.17,employed,urban,744.0,7260.0
28,70000.0,mortgage,,education,a,8000.0,6.62,0,0.11,self-employed,urban,685.0,6600.0
32,42000.0,rent,4.0,medical,a,3000.0,7.49,0,0.07,employed,urban,581.0,10200.0
23,85000.0,rent,2.0,medical,b,9600.0,10.99,0,0.11,employed,urban,767.0,5340.0
31,95000.0,rent,,personal,a,9450.0,6.54,0,0.1,employed,urban,,1800.0
23,54000.0,mortgage,2.0,venture,a,,6.62,0,0.13,employed,urban,666.0,1500.0
23,117000.0,mortgage,8.0,venture,e,14000.0,15.68,0,0.12,self-employed,urban,,4020.0
24,94000.0,rent,8.0,homeimprovement,b,16000.0,,0,0.17,self_emp,urban,551.0,4440.0
23,110000.0,mortgage,8.0,venture,c,7500.0,13.72,0,0.07,self-employed,rural,568.0,2580.0
33,57000.0,mortgage,7.0,education,b,15000.0,10.39,0,0.26,employed,urban,602.0,7140.0
24,90000.0,rent,1.0,homeimprovement,b,19500.0,9.76,0,0.22,employed,rural,,8820.0
25,33000.0,rent,3.0,venture,a,3000.0,5.99,0,0.09,self-employed,rural,570.0,8880.0
22,36000.0,rent,,debtconsolidation,c,,12.68,0,0.17,employed,urban,869.0,9000.0
27,36000.0,mortgage,3.0,homeimprovement,a,2500.0,9.63,0,0.07,employed,urban,804.0,5280.0
28,70000.0,own,4.0,personal,d,25000.0,15.57,0,0.36,employed,urban,627.0,6360.0
22,50000.0,rent,3.0,medical,c,13000.0,12.23,0,0.26,self-employed,rural,867.0,7980.0
30,22000.0,mortgage,1.0,education,b,5375.0,12.21,0,0.24,self_emp,rural,793.0,14340.0
28,72000.0,mortgage,0.0,medical,b,22000.0,10.25,0,0.31,employed,urban,686.0,10920.0
24,30000.0,rent,5.0,education,a,4800.0,,0,0.16,employed,rural,645.0,1500.0
22,40906.0,rent,4.0,venture,b,7500.0,9.63,0,0.18,self-employed,rural,707.0,7080.0
25,100000.0,rent,1.0,venture,b,25000.0,9.33,0,0.25,self_emp,urban,,10260.0
22,48000.0,rent,,venture,c,10000.0,13.49,0,0.21,self-employed,urban,679.0,9000.0
31,78996.0,rent,5.0,homeimprovement,a,6000.0,7.51,1,0.08,employed,rural,558.0,6780.0
23,21600.0,rent,1.0,debtconsolidation,c,2400.0,15.23,1,0.11,employed,rural,795.0,2940.0
22,50000.0,own,6.0,education,b,1000.0,9.91,0,0.02,employed,rural,,4320.0
27,58000.0,mortgage,,medical,b,3250.0,11.86,0,0.06,self-employed,rural,634.0,7740.0
22,72000.0,rent,6.0,education,e,15000.0,17.19,0,0.21,employed,rural,802.0,2520.0
31,22000.0,rent,,venture,f,1400.0,22.06,0,0.06,self-employed,rural,529.0,6300.0
26,95000.0,rent,,venture,b,12000.0,10.65,0,0.13,self_emp,rural,,2400.0
26,49571.0,rent,1.0,venture,c,,13.11,0,0.2,employed,rural,624.0,1680.0
27,28800.0,rent,6.0,medical,d,5000.0,14.96,0,0.17,employed,rural,,4200.0
32,85000.0,mortgage,3.0,venture,e,8000.0,18.79,0,0.09,self-employed,rural,858.0,32760.0
27,120000.0,rent,,debtconsolidation,a,20000.0,,0,0.17,employed,rural,754.0,5400.0
24,28596.0,rent,5.0,education,b,,11.46,0,0.05,employed,rural,753.0,4080.0
23,100000.0,mortgage,7.0,education,a,15000.0,7.88,0,0.15,employed,urban,,8100.0
22,47000.0,mortgage,3.0,medical,a,15000.0,7.66,0,0.32,self_emp,rural,,7680.0
21,51996.0,rent,5.0,personal,a,4600.0,8.59,0,0.09,employed,urban,,4200.0
24,72400.0,mortgage,0.0,homeimprovement,b,15000.0,,0,0.21,self_emp,rural,529.0,1500.0
22,36000.0,rent,1.0,venture,a,6000.0,,0,0.17,self_emp,rural,,7800.0
22,25000.0,rent,0.0,debtconsolidation,b,4000.0,10.36,0,0.16,employed,urban,757.0,0.0
26,78000.0,rent,6.0,venture,d,7800.0,,0,0.1,employed,urban,829.0,1260.0
27,24000.0,rent,4.0,debtconsolidation,b,7000.0,10.75,0,0.29,self_emp,urban,719.0,4560.0
28,24000.0,rent,5.0,medical,d,16750.0,14.96,1,0.7,employed,rural,778.0,2580.0
33,,mortgage,3.0,venture,b,25000.0,11.83,0,0.26,employed,urban,779.0,7980.0
21,60000.0,rent,3.0,medical,b,10000.0,,0,0.17,self_emp,urban,805.0,6480.0
24,,mortgage,7.0,debtconsolidation,b,12000.0,9.91,0,0.25,employed,urban,893.0,5280.0
23,,rent,0.0,personal,c,,,0,0.19,self_emp,rural,550.0,10020.0
25,73000.0,mortgage,0.0,venture,a,6500.0,6.03,0,0.09,employed,urban,709.0,6000.0
26,73440.0,own,,personal,b,35000.0,,0,0.48,employed,urban,791.0,9180.0
21,62467.0,rent,,medical,b,6500.0,,0,0.1,self-employed,urban,639.0,5280.0
39,42000.0,rent,,medical,c,6500.0,13.99,0,0.15,employed,rural,553.0,7260.0
31,54000.0,rent,1.0,medical,c,4800.0,12.99,0,0.09,self_emp,urban,,5520.0
30,44760.0,rent,1.0,education,b,3300.0,11.71,0,0.07,self-employed,rural,810.0,1500.0
26,25200.0,rent,0.0,venture,c,1600.0,,0,0.06,self-employed,urban,715.0,2400.0
22,21600.0,mortgage,0.0,education,a,,5.42,0,0.19,self-employed,urban,777.0,8460.0
22,70000.0,rent,4.0,education,b,,,0,0.13,employed,urban,750.0,0.0
23,46800.0,rent,4.0,education,b,14000.0,,0,0.3,employed,rural,717.0,3000.0
23,98000.0,mortgage,7.0,venture,a,10000.0,,0,0.1,self-employed,urban,586.0,12060.0
22,30000.0,rent,3.0,personal,b,3000.0,11.12,0,0.1,employed,rural,883.0,4800.0
24,90000.0,mortgage,0.0,debtconsolidation,c,24000.0,13.06,0,0.27,self-employed,rural,648.0,14460.0
25,150000.0,mortgage,9.0,debtconsolidation,a,10000.0,5.42,0,0.07,employed,urban,808.0,10620.0
22,42000.0,own,2.0,venture,a,9000.0,7.66,0,0.21,employed,rural,708.0,10860.0
29,24000.0,rent,1.0,personal,b,3000.0,11.14,0,0.13,employed,rural,746.0,1860.0
26,74400.0,mortgage,10.0,debtconsolidation,a,15000.0,6.54,0,0.2,self_emp,rural,618.0,10500.0
33,,mortgage,,personal,c,2500.0,14.65,0,0.07,employed,urban,502.0,12240.0
26,95000.0,rent,3.0,medical,c,12500.0,12.61,0,0.13,self-employed,urban,,6000.0
22,42000.0,rent,,debtconsolidation,c,4800.0,14.35,0,0.11,self_emp,urban,548.0,1500.0
28,43200.0,rent,1.0,education,a,3000.0,7.49,0,0.07,employed,rural,,5940.0
24,28000.0,rent,4.0,medical,b,3000.0,10.25,0,0.11,employed,urban,609.0,6060.0
23,107000.0,rent,2.0,debtconsolidation,a,4900.0,8.94,0,0.05,self-employed,rural,872.0,7200.0
22,20000.0,mortgage,0.0,personal,b,16600.0,9.76,0,0.83,self-employed,urban,707.0,4560.0
23,71004.0,own,1.0,education,c,15000.0,13.47,0,0.21,employed,rural,,32640.0
30,25000.0,mortgage,10.0,personal,a,6400.0,7.51,0,0.26,self_emp,urban,624.0,16500.0
33,43000.0,mortgage,4.0,homeimprovement,c,10000.0,13.35,0,0.23,self-employed,urban,805.0,15840.0
23,60000.0,mortgage,6.0,education,a,,6.54,0,0.12,employed,rural,541.0,5520.0
24,55152.0,mortgage,8.0,education,b,16000.0,11.49,0,0.29,self-employed,urban,749.0,1500.0
25,59000.0,own,6.0,medical,a,5000.0,6.17,0,0.08,employed,urban,842.0,4380.0
27,120000.0,mortgage,0.0,homeimprovement,a,10000.0,6.62,0,0.08,self-employed,rural,864.0,2760.0
22,45000.0,own,7.0,education,a,6000.0,6.76,0,0.13,self-employed,urban,635.0,1680.0
25,68000.0,rent,2.0,debtconsolidation,b,13600.0,10.0,0,0.2,self-employed,rural,772.0,4800.0
31,20000.0,own,3.0,personal,b,5000.0,11.83,0,0.25,self_emp,rural,727.0,7620.0
30,180000.0,mortgage,5.0,medical,a,14000.0,6.03,0,0.08,employed,urban,,4560.0
21,33000.0,rent,5.0,education,b,9000.0,12.69,0,0.27,employed,rural,545.0,4680.0
23,57000.0,rent,5.0,venture,b,7650.0,11.71,0,0.13,employed,rural,875.0,7020.0
33,124000.0,own,10.0,personal,d,23500.0,14.96,0,0.19,employed,rural,598.0,6420.0
25,113000.0,mortgage,8.0,venture,b,21000.0,11.49,0,0.19,self-employed,urban,596.0,7680.0
32,40000.0,mortgage,12.0,education,b,9000.0,10.59,0,0.23,employed,urban,578.0,8640.0
26,36108.0,rent,7.0,medical,d,,16.49,0,0.06,employed,urban,753.0,4740.0
28,75000.0,mortgage,,homeimprovement,a,16000.0,6.17,0,0.21,employed,urban,530.0,4200.0
25,65000.0,rent,3.0,personal,a,,6.62,0,0.06,employed,urban,685.0,8040.0
23,37344.0,mortgage,0.0,education,c,3200.0,12.68,0,0.09,self-employed,urban,529.0,8220.0
27,128000.0,mortgage,11.0,venture,b,32000.0,11.11,0,0.25,employed,rural,891.0,5400.0
26,25000.0,own,7.0,venture,a,11500.0,,0,0.46,employed,urban,730.0,10860.0
31,20000.0,own,3.0,venture,a,6400.0,5.42,0,0.32,employed,urban,760.0,11940.0
25,85000.0,mortgage,4.0,venture,c,20000.0,13.92,0,0.24,self-employed,urban,879.0,1020.0
23,75000.0,mortgage,,education,e,,,0,0.06,self_emp,rural,,1500.0
23,70000.0,mortgage,,personal,b,,12.21,0,0.29,employed,rural,,2700.0
23,24000.0,rent,4.0,education,a,6000.0,5.42,0,0.25,self_emp,rural,890.0,1980.0
24,75000.0,mortgage,,education,d,8000.0,16.29,0,0.11,employed,rural,564.0,1860.0
26,75000.0,rent,2.0,personal,c,16000.0,13.35,0,0.21,self_emp,urban,826.0,24960.0
28,82000.0,mortgage,,medical,c,15000.0,12.98,0,0.18,self_emp,urban,509.0,3420.0
23,24972.0,own,0.0,venture,b,2600.0,11.86,0,0.1,self-employed,urban,647.0,4560.0
22,82000.0,mortgage,6.0,debtconsolidation,c,6000.0,,0,0.07,self_emp,urban,819.0,7200.0
23,30000.0,rent,0.0,education,b,4800.0,,0,0.16,self_emp,urban,,4500.0
23,68000.0,mortgage,4.0,education,a,1000.0,,0,0.01,employed,rural,848.0,8820.0
23,36000.0,mortgage,7.0,education,b,11000.0,,0,0.31,self_emp,urban,516.0,3420.0
21,76800.0,mortgage,5.0,personal,d,8000.0,,0,0.1,employed,urban,781.0,2640.0
25,83004.0,mortgage,9.0,personal,a,5000.0,6.76,0,0.06,self_emp,rural,,5220.0
22,69700.0,rent,4.0,venture,b,11200.0,,0,0.16,self-employed,urban,706.0,8820.0
22,30000.0,mortgage,6.0,education,c,13750.0,14.22,0,0.46,employed,urban,900.0,8700.0
23,87000.0,mortgage,5.0,education,a,10000.0,7.29,0,0.11,self_emp,rural,894.0,6300.0
25,82000.0,mortgage,7.0,personal,c,7500.0,12.72,0,0.09,employed,rural,630.0,12180.0
21,70500.0,rent,5.0,venture,a,15000.0,8.0,0,0.21,employed,rural,616.0,12180.0
25,40000.0,rent,2.0,debtconsolidation,b,5600.0,,0,0.14,employed,urban,782.0,0.0
25,55000.0,rent,9.0,homeimprovement,a,,7.51,0,0.24,self-employed,rural,654.0,10500.0
24,23000.0,rent,2.0,education,a,1600.0,,0,0.07,self-employed,rural,569.0,10740.0
28,62496.0,rent,1.0,debtconsolidation,b,,10.37,0,0.21,employed,rural,838.0,7920.0
24,120000.0,mortgage,7.0,education,b,2500.0,,0,0.02,employed,urban,522.0,1500.0
29,36000.0,rent,7.0,debtconsolidation,b,3000.0,10.99,0,0.08,self-employed,rural,702.0,3660.0
31,81600.0,mortgage,0.0,homeimprovement,c,4000.0,13.57,0,0.05,employed,urban,883.0,2040.0
29,75000.0,mortgage,3.0,education,b,,10.37,0,0.23,employed,urban,515.0,3240.0
34,,rent,5.0,medical,a,4200.0,5.79,0,0.14,employed,rural,770.0,12180.0
30,72000.0,mortgage,4.0,venture,b,6000.0,11.99,0,0.08,self-employed,rural,,4260.0
22,80000.0,rent,1.0,personal,b,14400.0,11.71,0,0.18,self-employed,rural,703.0,6600.0
24,33600.0,rent,1.0,personal,d,,16.49,1,0.23,self-employed,urban,834.0,3780.0
22,45996.0,rent,2.0,education,a,8000.0,7.51,0,0.17,employed,urban,633.0,1440.0
48,85000.0,mortgage,0.0,education,a,10000.0,7.51,0,0.12,self-employed,urban,783.0,5220.0
22,,rent,0.0,medical,b,1500.0,11.86,0,0.07,self_emp,urban,718.0,12780.0
23,57504.0,mortgage,1.0,debtconsolidation,a,9000.0,,0,0.16,employed,rural,790.0,6060.0
22,70000.0,rent,3.0,venture,c,9000.0,,0,0.13,employed,rural,,19020.0
23,,rent,0.0,education,a,13200.0,,0,0.3,self-employed,rural,559.0,6120.0
23,77004.0,mortgage,7.0,venture,a,,7.88,0,0.08,self-employed,rural,652.0,3480.0
27,57240.0,own,,venture,b,,,0,0.26,employed,urban,760.0,13200.0
41,58000.0,mortgage,6.0,debtconsolidation,c,5200.0,12.87,0,0.09,self_emp,urban,769.0,4020.0
26,69000.0,rent,0.0,debtconsolidation,f,24000.0,15.83,1,0.35,employed,urban,779.0,6120.0
24,73000.0,mortgage,1.0,medical,b,10000.0,11.99,0,0.14,employed,urban,,4020.0
28,105500.0,rent,,debtconsolidation,a,31000.0,8.49,0,0.29,employed,rural,785.0,1560.0
25,52000.0,rent,1.0,debtconsolidation,c,3000.0,12.99,0,0.06,self-employed,rural,656.0,8880.0
25,121000.0,mortgage,6.0,venture,b,13000.0,,0,0.11,employed,urban,772.0,5280.0
23,90000.0,mortgage,,education,a,13675.0,7.49,0,0.15,employed,rural,867.0,1440.0
26,32000.0,rent,5.0,debtconsolidation,b,2000.0,11.49,0,0.06,self-employed,rural,710.0,10200.0
27,42000.0,mortgage,0.0,personal,c,8000.0,,0,0.19,self-employed,rural,,2220.0
53,110000.0,rent,3.0,venture,a,,7.9,0,0.05,self-employed,urban,648.0,4800.0
24,40000.0,mortgage,6.0,education,b,5400.0,12.42,0,0.14,self-employed,rural,,4620.0
27,47900.0,own,1.0,venture,c,7500.0,13.47,0,0.16,employed,rural,639.0,7080.0
23,75000.0,rent,7.0,venture,c,18000.0,12.73,0,0.24,self_emp,rural,,7200.0
29,180000.0,mortgage,2.0,personal,e,31000.0,19.42,0,0.17,employed,rural,673.0,11820.0
21,80000.0,mortgage,,education,a,12000.0,5.99,0,0.15,self_emp,rural,569.0,7140.0
21,15874.0,rent,0.0,education,b,1500.0,,0,0.09,employed,urban,802.0,9600.0
44,200000.0,mortgage,0.0,venture,a,20000.0,7.51,0,0.1,self_emp,urban,757.0,8460.0
32,28800.0,mortgage,7.0,venture,c,7500.0,13.43,0,0.26,employed,urban,666.0,1680.0
25,42000.0,mortgage,9.0,homeimprovement,b,3250.0,10.0,0,0.08,self_emp,rural,523.0,4800.0
29,,rent,1.0,debtconsolidation,a,10625.0,7.9,0,0.3,self-employed,urban,834.0,4560.0
56,59200.0,rent,1.0,debtconsolidation,c,10000.0,13.61,0,0.17,self-employed,rural,698.0,7140.0
23,75000.0,own,7.0,education,d,12000.0,12.49,0,0.16,self-employed,urban,867.0,2580.0
34,80000.0,rent,,homeimprovement,a,5000.0,6.17,0,0.06,employed,urban,576.0,11400.0
24,40800.0,mortgage,1.0,education,d,6000.0,12.92,0,0.15,self-employed,rural,533.0,7860.0
44,50000.0,mortgage,8.0,debtconsolidation,b,6000.0,11.99,0,0.12,self-employed,urban,576.0,6780.0
26,39990.0,mortgage,3.0,homeimprovement,c,,14.27,0,0.06,self_emp,rural,556.0,14160.0
22,32400.0,mortgage,1.0,debtconsolidation,a,5500.0,,0,0.17,employed,urban,885.0,9780.0
29,,own,13.0,venture,a,14400.0,,0,0.18,self-employed,urban,501.0,4380.0
27,18576.0,rent,4.0,medical,b,1400.0,,0,0.08,employed,urban,573.0,4620.0
25,241875.0,mortgage,4.0,education,a,16000.0,7.05,0,0.07,self_emp,urban,,6840.0
38,50000.0,mortgage,8.0,personal,b,,,0,0.2,self_emp,urban,707.0,7080.0
23,60000.0,mortgage,3.0,medical,a,4000.0,7.66,0,0.07,employed,rural,829.0,34920.0
26,35000.0,mortgage,0.0,homeimprovement,a,3800.0,6.54,0,0.11,self_emp,urban,767.0,6540.0
27,159600.0,mortgage,1.0,homeimprovement,b,25000.0,,0,0.16,self_emp,urban,804.0,5760.0
21,,rent,5.0,venture,d,8500.0,15.58,0,0.2,employed,urban,508.0,16320.0
27,36000.0,mortgage,5.0,homeimprovement,b,5500.0,10.36,0,0.15,employed,rural,831.0,10320.0
26,,rent,10.0,venture,b,14000.0,,0,0.24,self_emp,urban,,1500.0
